"VIDEO_ID	VIDEO_NAME	SENTENCE_ID	SENTENCE_NAME	START_REALIGNED	END_REALIGNED	SENTENCE"
"-aF-wabKgGs		-aF-wabKgGs-8-gloss	-aF-wabKgGs_5	-aF-wabKgGs_5-8-gloss	33.49	43.43	ME GO+AHEAD THAT PAPER OVAL CL:BENT L(short) PUT+ON+TABLE GO+AHEAD TRACE AROUND"
"-aF-wabKgGs		-aF-wabKgGs-8-gloss	-aF-wabKgGs_6	-aF-wabKgGs_6-8-gloss	43.43	50.25	YOU GO+AHEAD TRACE+AROUND THEN WILL PICK+UP NOSE CL:1(trace line) "
"-aF-wabKgGs		-aF-wabKgGs-8-gloss	-aF-wabKgGs_7	-aF-wabKgGs_7-8-gloss	50.42	58.92	NOT MUST PERFECT WHY WILL CLEAN WHEN CUT+AROUND"
"-aF-wabKgGs		-aF-wabKgGs-8-gloss	-aF-wabKgGs_8	-aF-wabKgGs_8-8-gloss	59.24	67.57	LIKE MY ACROSS+NOSE MORE LOW CL:B(lower on nose) ME GO+AHEAD FREE HAND DRAW"
"-aF-wabKgGs		-aF-wabKgGs-8-gloss	-aF-wabKgGs_9	-aF-wabKgGs_9-8-gloss	69.06	86.67	WHEN YOU YOURSELF DRAW SOMETHING GO+AHEAD FOLD THIS CUT+AROUND MEAN SAME+SIDE EXACT"
"-aF-wabKgGs		-aF-wabKgGs-8-gloss	-aF-wabKgGs_10	-aF-wabKgGs_10-8-gloss	87.5	97.68	ALWAYS REMEMBER WHEN YOU MAKE CUT+AROUND DRAW MAKE SURE SEPARATE SCISSOR ONLY FOR PAPER"
"-aF-wabKgGs		-aF-wabKgGs-8-gloss	-aF-wabKgGs_11	-aF-wabKgGs_11-8-gloss	98.84	101.98	YOU DON'T+WANT USE SHIRT FABRIC SCISSORS"
"-aF-wabKgGs		-aF-wabKgGs-8-gloss	-aF-wabKgGs_12	-aF-wabKgGs_12-8-gloss	101.98	122.64	GO+AHEAD CUT SEE THIS LITTLE+BIT STRAIGHT CL:B(straight edge) GO+AHEAD CUT CLEAN LITTLE+BIT"
"-aF-wabKgGs		-aF-wabKgGs-8-gloss	-aF-wabKgGs_13	-aF-wabKgGs_13-8-gloss	132.81	139.91	ONCE FINISH PAPER DRAW PATTERN CL:BENT L(short) READY PATTERN CL:BENT L(short) MOVE OVER TO FABRIC CUT+AROUND"
"-Ah1r8OnmMM		-Ah1r8OnmMM-8-gloss	-Ah1r8OnmMM_0	-Ah1r8OnmMM_0-8-gloss	0.58	7.73	FINISH SEE FINISH PUT+DOWN FEW PIECES WILL BOTTOM FLAT NOW MOVE+ON WHAT ME CONSIDER MY NEXT LEVEL "
"-Ah1r8OnmMM		-Ah1r8OnmMM-8-gloss	-Ah1r8OnmMM_1	-Ah1r8OnmMM_1-8-gloss	7.77	14.8	AGAIN LAYER SOME MY MIX FS:MEDIUM ON MY GLASS FLEXIBLE FLOOR"
"-Ah1r8OnmMM		-Ah1r8OnmMM-8-gloss	-Ah1r8OnmMM_2	-Ah1r8OnmMM_2-8-gloss	14.81	18.47	ME LAYER BECAUSE KEEP STABLE FOR ME"
"-Ah1r8OnmMM		-Ah1r8OnmMM-8-gloss	-Ah1r8OnmMM_3	-Ah1r8OnmMM_3-8-gloss	18.49	26.32	PAINT WITH BRUSH SCOOP+LIFT+FLIP OVER WILL MESSY WILL STICK+ON+FINGER "
"-Ah1r8OnmMM		-Ah1r8OnmMM-8-gloss	-Ah1r8OnmMM_4	-Ah1r8OnmMM_4-8-gloss	26.33	35.75	YOU WILL STICK ON YOUR TOOLS STUFF MUST CAREFUL NOT TO SPILL EVERYWHERE WILL HARD MEANS ALOT CLEAN++ LATER "
"-Ah1r8OnmMM		-Ah1r8OnmMM-8-gloss	-Ah1r8OnmMM_5	-Ah1r8OnmMM_5-8-gloss	35.76	56.31	ME GO+AHEAD CL:CLOSED 5(push down) THEN WASH+HANDS WIPE THEN PAINT MORE CL:CLOSED 5(add layer on top)++ FS:2 NOTICE ME WORK PROGRESS QUICK REASON WHY BECAUSE THAT GLUE STICK ON FLOOR WILL BECOME DRY QUICK THAT FS:ACRYLIC FS:GEL FS:MEDIUM SAME THEIR PAINT"
"-Ah1r8OnmMM		-Ah1r8OnmMM-8-gloss	-Ah1r8OnmMM_6	-Ah1r8OnmMM_6-8-gloss	56.65	61.74	THAT PIECE CL:CLOSED 5(scoop then pick up) NEED USE KNIFE HELP+ME"
"-Ah1r8OnmMM		-Ah1r8OnmMM-8-gloss	-Ah1r8OnmMM_7	-Ah1r8OnmMM_7-8-gloss	61.91	80.46	SOMETIMES STUCK STICK+ON ALWAYS WIPE EDGE CUT WIPE IF DO+NOT THEN THAT CUT WILL+NOT ABLE TO  CUT ANY MORE TEND SAVE FS:TWO TOOLS AVAILABLE IF ONE CUT OTHER STUCK READY PRY CAN"
"-BFCJ9zmfOo		-BFCJ9zmfOo-8-gloss	-BFCJ9zmfOo_1	-BFCJ9zmfOo_1-8-gloss	6.44	10.94	ALLRIGHT GO-AHEAD CL:CLOSED-B+CL:CLOSED-B(item) WHERE WANT HOLD"
"-BFCJ9zmfOo		-BFCJ9zmfOo-8-gloss	-BFCJ9zmfOo_2	-BFCJ9zmfOo_2-8-gloss	10.93	21.39	CL:CLOSED-B+CL:CLOSED-B(item flipped) PUT "
"-BFCJ9zmfOo		-BFCJ9zmfOo-8-gloss	-BFCJ9zmfOo_4	-BFCJ9zmfOo_4-8-gloss	21.41	32.79	NOW THIS PART WHERE WE NEED TO PEEL DO TELL CRACKER NEED LET-GO"
"-BFCJ9zmfOo		-BFCJ9zmfOo-8-gloss	-BFCJ9zmfOo_5	-BFCJ9zmfOo_5-8-gloss	32.92	35.63	SPIRITUAL WORK ON MY CRACKER"
"-BFCJ9zmfOo		-BFCJ9zmfOo-8-gloss	-BFCJ9zmfOo_6	-BFCJ9zmfOo_6-8-gloss	42.64	45.0	EVERY-ONE HEALER IN FS:SEDONA"
"-BFCJ9zmfOo		-BFCJ9zmfOo-8-gloss	-BFCJ9zmfOo_7	-BFCJ9zmfOo_7-8-gloss	45.37	47.0	NOW START WORK "
"-BFCJ9zmfOo		-BFCJ9zmfOo-8-gloss	-BFCJ9zmfOo_8	-BFCJ9zmfOo_8-8-gloss	46.99	50.25	SEE WILL CL:S+CL:S(item comes off)"
"-BFCJ9zmfOo		-BFCJ9zmfOo-8-gloss	-BFCJ9zmfOo_9	-BFCJ9zmfOo_9-8-gloss	50.25	53.1	NICE CL:CLOSED-B+CL:CLOSED-B(hold item)"
"-BFCJ9zmfOo		-BFCJ9zmfOo-8-gloss	-BFCJ9zmfOo_10	-BFCJ9zmfOo_10-8-gloss	54.31	55.49	THAT GOOD "
"-BFCJ9zmfOo		-BFCJ9zmfOo-8-gloss	-BFCJ9zmfOo_11	-BFCJ9zmfOo_11-8-gloss	57.87	59.28	SEE ME DO?"
"-BFCJ9zmfOo		-BFCJ9zmfOo-8-gloss	-BFCJ9zmfOo_12	-BFCJ9zmfOo_12-8-gloss	59.33	64.42	WHEN IF CL:CLOSED B(wax paper)+CL:A(press it down)"
"-BFCJ9zmfOo		-BFCJ9zmfOo-8-gloss	-BFCJ9zmfOo_14	-BFCJ9zmfOo_14-8-gloss	64.97	65.53	WOW"
"-BFCJ9zmfOo		-BFCJ9zmfOo-8-gloss	-BFCJ9zmfOo_15	-BFCJ9zmfOo_15-8-gloss	65.56	66.29	THAT NICE "
"-BFCJ9zmfOo		-BFCJ9zmfOo-8-gloss	-BFCJ9zmfOo_16	-BFCJ9zmfOo_16-8-gloss	66.33	71.33	SINCEN NOT HAVE ONE WORK LIKE THIS BEFORE  AND NOW ON CAMERA "
"-BFCJ9zmfOo		-BFCJ9zmfOo-8-gloss	-BFCJ9zmfOo_17	-BFCJ9zmfOo_17-8-gloss	74.56	75.53	NICE "
"-BFCJ9zmfOo		-BFCJ9zmfOo-8-gloss	-BFCJ9zmfOo_18	-BFCJ9zmfOo_18-8-gloss	77.18	81.3	ALLRIGHT SHOW-YOU WHAT LOOK+LIKE"
"-BFCJ9zmfOo		-BFCJ9zmfOo-8-gloss	-BFCJ9zmfOo_19	-BFCJ9zmfOo_19-8-gloss	82.26	84.87	THIS CHOCOLATE CRACKER "
"-BFCJ9zmfOo		-BFCJ9zmfOo-8-gloss	-BFCJ9zmfOo_20	-BFCJ9zmfOo_20-8-gloss	84.89	87.39	SAID ME NOT USE FS:OIL"
"-BFCJ9zmfOo		-BFCJ9zmfOo-8-gloss	-BFCJ9zmfOo_21	-BFCJ9zmfOo_21-8-gloss	87.43	94.93	THIS FS:RAW CRACKER TRY RECENTLY HAVE KIND-IF LIKE FS:CREPE HAVE FS:OIL IN NOT MY PREFERENCE"
"-BFCJ9zmfOo		-BFCJ9zmfOo-8-gloss	-BFCJ9zmfOo_22	-BFCJ9zmfOo_22-8-gloss	95.09	99.52	IF THAT NOT BOTHER YOU SOME US SENSITIVE TO OILS"
"-BFCJ9zmfOo		-BFCJ9zmfOo-8-gloss	-BFCJ9zmfOo_23	-BFCJ9zmfOo_23-8-gloss	99.52	104.47	WHEN ME EAT OILS TRY HAVE IN FOOD WITH  "
"-BFCJ9zmfOo		-BFCJ9zmfOo-8-gloss	-BFCJ9zmfOo_24	-BFCJ9zmfOo_24-8-gloss	104.53	111.08	LIKE AVOCADO NUTS FS:OR COCONUT SEPARATE OILS MUST CAREFUL FOR ME "
"-BFCJ9zmfOo		-BFCJ9zmfOo-8-gloss	-BFCJ9zmfOo_25	-BFCJ9zmfOo_25-8-gloss	111.32	116.28	FS:SO LOOK BEAUTIFUL THAT WITHOUT OILS FS:ALL "
"-BFCJ9zmfOo		-BFCJ9zmfOo-8-gloss	-BFCJ9zmfOo_26	-BFCJ9zmfOo_26-8-gloss	116.29	118.24	OF-COURSE USE COCONUT OIL"
"-BFCJ9zmfOo		-BFCJ9zmfOo-8-gloss	-BFCJ9zmfOo_27	-BFCJ9zmfOo_27-8-gloss	119.13	123.14	NUTS IN THERE HAVE FS:FLAX THAT KEEP TOGETHER BEAUTIFUL "
"-BFCJ9zmfOo		-BFCJ9zmfOo-8-gloss	-BFCJ9zmfOo_28	-BFCJ9zmfOo_28-8-gloss	123.19	125.61	NOW BRING TO DEHYDRATOR"
"-cjui5FUrLQ		-cjui5FUrLQ-5-gloss	-cjui5FUrLQ_0	-cjui5FUrLQ_0-5-gloss	0.31	25.75	HERE YOU HAVE YOUR FS:FEET  CL:B(feet planted on ground) FS:LEGS CL:B(legs straight) STAND FS:POSE WILL MOVE FS:HIP LEFT FORWARD RIGHT FS:HIP BACK CL:BENT B(hips moving back and forth) PRESSURE INTO FS:REAR BACK FS:HEEL CL:CLOSED 5(foot) HEEL-IX "
"-cjui5FUrLQ		-cjui5FUrLQ-5-gloss	-cjui5FUrLQ_1	-cjui5FUrLQ_1-5-gloss	25.76	30.54	CONTINUE FORWARD FS:KNEE OVER FS:ANKLE"
"-cjui5FUrLQ		-cjui5FUrLQ-5-gloss	-cjui5FUrLQ_2	-cjui5FUrLQ_2-5-gloss	30.55	37.26	YOU HAVE SUPPORT CHAIR ALSO NOTICE SUPPORT HELP FS:LEGS"
"-cjui5FUrLQ		-cjui5FUrLQ-5-gloss	-cjui5FUrLQ_3	-cjui5FUrLQ_3-5-gloss	37.26	50.28	NOTICE FLEXIBLE BRING INTO FS:HIPS AND YOUR SHOULDERS INTO VIEW FS:OF SUPPORT FS:VERBADRAMSANA FS:ONE"
"-cjui5FUrLQ		-cjui5FUrLQ-5-gloss	-cjui5FUrLQ_4	-cjui5FUrLQ_4-5-gloss	50.28	55.54	FIRST FS:TEMPLE FS:POSE FS:OR SECOND FS:V FS:POSE"
"-cjui5FUrLQ		-cjui5FUrLQ-5-gloss	-cjui5FUrLQ_5	-cjui5FUrLQ_5-5-gloss	55.54	65.73	SHOULDER DOWN BACK CROWN LIFT+UP ARMS+UP"
"-cjui5FUrLQ		-cjui5FUrLQ-5-gloss	-cjui5FUrLQ_6	-cjui5FUrLQ_6-5-gloss	65.73	71.79	NOW BREATHE CAN ARMS+DOWN BY+SIDE WHILE EXHALE"
"-cjui5FUrLQ		-cjui5FUrLQ-5-gloss	-cjui5FUrLQ_7	-cjui5FUrLQ_7-5-gloss	71.9	79.54	WITH SUPPORT FS:OF YOUR CHAIR EVEN+THOUGH YOU FEEL YOUR FS:FEET FS:HIPS BALANCE "
"-cjui5FUrLQ		-cjui5FUrLQ-5-gloss	-cjui5FUrLQ_8	-cjui5FUrLQ_8-5-gloss	80.5	85.91	LET CHAIR GO+AHEAD SUPPORT YOU SPECIFIC IF YOU HAVE FS:KNEE FS:HIP INJURY"
"-cjui5FUrLQ		-cjui5FUrLQ-5-gloss	-cjui5FUrLQ_9	-cjui5FUrLQ_9-5-gloss	85.99	87.64	THAT WHAT CHAIR FOR"
"-CtWAhfREEc		-CtWAhfREEc-8-gloss	-CtWAhfREEc_1	-CtWAhfREEc_1-8-gloss	3.76	9.57	WHAT FINISH DISCUSS TODAY CL:4(hands holding several cards) FS:PINCH VANISH AND FRENCH DROP"
"-CtWAhfREEc		-CtWAhfREEc-8-gloss	-CtWAhfREEc_2	-CtWAhfREEc_2-8-gloss	9.62	13.72	REAL IMPORTANT EMPHASIZE REAL ENJOY WAY OF MANIPULATION OBJECT"
"-CtWAhfREEc		-CtWAhfREEc-8-gloss	-CtWAhfREEc_3	-CtWAhfREEc_3-8-gloss	13.81	21.1	REAL ENJOY MAKE LOOK NOTHING EASY MAKE LOOK ENJOY TO YOU THEN AUDIENCE WILL"
"-CtWAhfREEc		-CtWAhfREEc-8-gloss	-CtWAhfREEc_4	-CtWAhfREEc_4-8-gloss	21.56	24.82	YOU NOT USE MAGIC SHOW+THEM LOOK ME DO+DO"
"-CtWAhfREEc		-CtWAhfREEc-8-gloss	-CtWAhfREEc_5	-CtWAhfREEc_5-8-gloss	25.04	31.13	WANT USE MAGIC TO PUT YOURSELF OUT THERE LOOK COMFORTABLE RELAX KNOW PEOPLE"
"-CtWAhfREEc		-CtWAhfREEc-8-gloss	-CtWAhfREEc_6	-CtWAhfREEc_6-8-gloss	31.53	34.0	REALLY HELP THEM ENJOY RELAX"
"-CtWAhfREEc		-CtWAhfREEc-8-gloss	-CtWAhfREEc_7	-CtWAhfREEc_7-8-gloss	34.15	38.48	REALLY CAN LEARN THEN FAST EASY THROUGH MAGIC "
"-CtWAhfREEc		-CtWAhfREEc-8-gloss	-CtWAhfREEc_8	-CtWAhfREEc_8-8-gloss	38.54	40.99	LIKE COINS CL:2(pull out of ear) "
"-CtWAhfREEc		-CtWAhfREEc-8-gloss	-CtWAhfREEc_9	-CtWAhfREEc_9-8-gloss	41.35	42.33	ENJOY "
"-CtWAhfREEc		-CtWAhfREEc-8-gloss	-CtWAhfREEc_10	-CtWAhfREEc_10-8-gloss	42.35	48.88	WATCH THEIR REACTION ENJOY YOUR MAGIC THEY WILL ENJOY ALSO WILL LOVE ART OF MAGIC"
"-CtWAhfREEc		-CtWAhfREEc-8-gloss	-CtWAhfREEc_11	-CtWAhfREEc_11-8-gloss	49.19	51.17	REAL IMPORTANT THAT HAPPEN"
"-CtWAhfREEc		-CtWAhfREEc-8-gloss	-CtWAhfREEc_12	-CtWAhfREEc_12-8-gloss	51.23	54.7	PRACTICE DON'T SHOW SECRET YOUR AUDIENCE"
"-CtWAhfREEc		-CtWAhfREEc-8-gloss	-CtWAhfREEc_13	-CtWAhfREEc_13-8-gloss	55.92	60.02	NEVER AGAIN SAME TRICK TWICE HAVE GOOD TIME"
"-CtWAhfREEc		-CtWAhfREEc-8-gloss	-CtWAhfREEc_14	-CtWAhfREEc_14-8-gloss	60.04	62.96	THAT MOST IMPORTANT RULE MAGIC ENJOY"
"-c_OoOsTigw		-c_OoOsTigw-5-gloss	-c_OoOsTigw_0	-c_OoOsTigw_0-5-gloss	0.5	6.2	FOR OUR FS:MEERKATS GO TO HAVE TO TAKE IN 2 DIFFERENT STEP."
"-c_OoOsTigw		-c_OoOsTigw-5-gloss	-c_OoOsTigw_1	-c_OoOsTigw_1-5-gloss	6.22	11.08	FRIST TO PAINT THE ROCK CL:S+CL:S (several rocks around) AND THE FS:MEERKATS ON TOP."
"-c_OoOsTigw		-c_OoOsTigw-5-gloss	-c_OoOsTigw_2	-c_OoOsTigw_2-5-gloss	11.08	15.77	GET OUR PAINT READY TO START PAINT THIS AREA. "
"-c_OoOsTigw		-c_OoOsTigw-5-gloss	-c_OoOsTigw_3	-c_OoOsTigw_3-5-gloss	15.8	28.09	DIP AND GET BIG FS:DOLLOP PAINT PAINT NOT DRIP MUCH FROM BRUSH WANT TO DROP FS:CLOTH DOWN."
"-c_OoOsTigw		-c_OoOsTigw-5-gloss	-c_OoOsTigw_4	-c_OoOsTigw_4-5-gloss	28.1	56.43	IF YOU ARE KIND SICK AND TIRED ROCK TO PAINT REALLY EXCELLENT THERAPY BECAUSE ME GO TO PLASTER THIS WITH NICE FS:MATTE REALLY LIGHT-LIGHT BROWN MAYBE LITTLE-BIT PURPLE PINK MIX WITH PINK RED LIGHT TO GO BACK OVER FS:EDGES. "
"-c_OoOsTigw		-c_OoOsTigw-5-gloss	-c_OoOsTigw_5	-c_OoOsTigw_5-5-gloss	56.46	65.09	ME NOT FS:EVEN WORRY MUCH ABOUT ROCK SHAPE FS:AT THIS POINT WHY YOU CAN FIND UNDERNEATH THE PAINT. "
"-c_OoOsTigw		-c_OoOsTigw-5-gloss	-c_OoOsTigw_6	-c_OoOsTigw_6-5-gloss	65.09	71.44	COURSE WHERE LINE YOU JUST WORRY ABOUT MAKE SURE WHERE THE LINE FS:ARE."
"-c_OoOsTigw		-c_OoOsTigw-5-gloss	-c_OoOsTigw_7	-c_OoOsTigw_7-5-gloss	71.44	73.92	OTHERWISE YOU GO AHEAD CL:B (painting around).."
"-c_OoOsTigw		-c_OoOsTigw-5-gloss	-c_OoOsTigw_8	-c_OoOsTigw_8-5-gloss	73.92	77.82	MAKE REALLY NICE THICK CL:B(painting around)."
"-c_OoOsTigw		-c_OoOsTigw-5-gloss	-c_OoOsTigw_9	-c_OoOsTigw_9-5-gloss	77.82	85.14	WANT TO PUT ON TWO PAINT+COAT  AGAIN AGAIN BECAUSE YOU NOT+WANT TO SEE PAINT FS:SMEARS."
"-c_OoOsTigw		-c_OoOsTigw-5-gloss	-c_OoOsTigw_10	-c_OoOsTigw_10-5-gloss	85.14	102.08	FS:SO KEEP EXPAND FROM CL:B(up-down-up) TO CENTERAL AREA ONCE YOU GET TOWARD TO TOP ROCK LINE CL:B (painting small area) FOLLOW THE LINE PAINT. "
"-c_OoOsTigw		-c_OoOsTigw-5-gloss	-c_OoOsTigw_11	-c_OoOsTigw_11-5-gloss	102.08	117.31	KNOW ROCKS USUALLY BUMPY FS:LUMPY LUMPY FS:SO ACTUALLY FS:UN LIKE MOST REST PAINTING ME FIND MYSELF STRUGGLE NOW COMFORTABLE WITH BIG BRUSH FS:EVEN TOWARD WITH THE EDGE. "
"-c_OoOsTigw		-c_OoOsTigw-5-gloss	-c_OoOsTigw_12	-c_OoOsTigw_12-5-gloss	117.31	119.7	WANT TO GET UP HIGH "
"-c_OoOsTigw		-c_OoOsTigw-5-gloss	-c_OoOsTigw_13	-c_OoOsTigw_13-5-gloss	120.72	132.5	YOU WANT TO GO DOWN FS:A BRUSH TO MAKE SURE ME NOT ACCIDENT OVER FS:FEET WANT TO BE MAKE SURE CAN STILL SEE LINE WHEN DO MOVE TO PAINT. "
"-c_OoOsTigw		-c_OoOsTigw-5-gloss	-c_OoOsTigw_14	-c_OoOsTigw_14-5-gloss	132.5	142.75	FS:SO GO TO CONTINUE THIS THROUGHOUT LET LEAVE DRY THEN WILL ADD SOME PINK LIGHT WHICH WILL DEMONSTRATE NEXT."
"-dE8T2Quw3I		-dE8T2Quw3I-5-gloss	-dE8T2Quw3I_0	-dE8T2Quw3I_0-5-gloss	1.21	5.15	FS:SO THE SIMPLE BASIC FS:TOOLS  WILL NEED."
"-dE8T2Quw3I		-dE8T2Quw3I-5-gloss	-dE8T2Quw3I_1	-dE8T2Quw3I_1-5-gloss	5.18	29.27	FS:HEMOSTATS THOSE ARE GOOD FOR MASHING DOWN THE FS:BARBS ON YOUR FS:HOOKS ALSO GOOD FOR GRAB FS:HOOK AND GET IT OUT FS:OF FISH MOUTH THEY HAVE FS:A NICE LITTLE FEATURE HERE THAT YOU CAN ACTUALLY MASH THE FS:SP SPLIT FS:SPLIT FS:SHOT DOWN WITH. "
"-dE8T2Quw3I		-dE8T2Quw3I-5-gloss	-dE8T2Quw3I_2	-dE8T2Quw3I_2-5-gloss	29.27	45.37	THEY COME IN DIFFERENT SIZES SHAPE BIGGER LONG SOME THEM ARE BRIGHT COLORS SOME THEM FS:ARE COLOR REGULAR FS:ANODIZED LIKE FS:A FS:MATTE BLACK FS:SO THIS DONT REFLECT LIGHT. "
"-dE8T2Quw3I		-dE8T2Quw3I-5-gloss	-dE8T2Quw3I_3	-dE8T2Quw3I_3-5-gloss	45.37	52.77	THRE ARE SOME DIFFERENT FS:HEMOSTATES FOR FIGNERS SIZE UP-TO-YOU NAME FS:IT."
"-dE8T2Quw3I		-dE8T2Quw3I-5-gloss	-dE8T2Quw3I_4	-dE8T2Quw3I_4-5-gloss	52.79	75.39	ANOTHER REALLY IMPORTANT FS:TOOL AND FS:A KIND+OF  MUST HAVE FS:TOOL IS YOUR FS: CLIPPERS OBIVOUS FOR CL:5(hand, non- dominant hand)+CL: V(clipping, dominant hand) THE LINE IF YOU ADD AND FS:TIP FS:IT YOU HAVE FS:A KNOT AND YOU NEED TO CUT YOUR LEADER TO FS:RETIE FS:IT YOU WANT TO HAVE CLIPPERS."
"-dE8T2Quw3I		-dE8T2Quw3I-5-gloss	-dE8T2Quw3I_5	-dE8T2Quw3I_5-5-gloss	75.44	79.68	ON YOUR CLIPPER HAVE THIS LITTLE NEEDLE FS:NEEDLE."
"-dE8T2Quw3I		-dE8T2Quw3I-5-gloss	-dE8T2Quw3I_6	-dE8T2Quw3I_6-5-gloss	79.96	83.26	THIS ONE ACTUALLY FS:RETRACTABLE FS:NEEDLE"
"-dE8T2Quw3I		-dE8T2Quw3I-5-gloss	-dE8T2Quw3I_7	-dE8T2Quw3I_7-5-gloss	83.26	89.32	THIS REALLY GOOD SAY YOU HAVE EYE FS:OF THE FS:FLIES ALL FS:GUNKED FS:UP."
"-dE8T2Quw3I		-dE8T2Quw3I-5-gloss	-dE8T2Quw3I_8	-dE8T2Quw3I_8-5-gloss	89.32	99.61	SOMETIMES YOU TIE WILL HAVE EXTRA PAINT FS:OR GLUE COVER THE FS:EYE FS:OR FROM TO POINT THE CL:BABY-O(pull)."
"-dE8T2Quw3I		-dE8T2Quw3I-5-gloss	-dE8T2Quw3I_9	-dE8T2Quw3I_9-5-gloss	99.99	108.43	IF YOU GET TANGLE CAN USE THAT FS:NEEDLE TO STICK AND THEN FS:UN TANGLE."
"-dE8T2Quw3I		-dE8T2Quw3I-5-gloss	-dE8T2Quw3I_10	-dE8T2Quw3I_10-5-gloss	109.86	116.35	OTHER THING NICE IS TO HAVE FS:A HOOK SHARPENER SHARP."
"-dE8T2Quw3I		-dE8T2Quw3I-5-gloss	-dE8T2Quw3I_11	-dE8T2Quw3I_11-5-gloss	116.34	130.97	WHY FOR COOL  MAKE OUT FS:OF FS:CERAMIC MATERIAL FS:SO WONT FS:RUST CAN HAVE FOR YEAR+YEAR LEAVE SALT WATER IN FRESH WATER KEEP MY HOOK NICE AND SHARP."
"-dE8T2Quw3I		-dE8T2Quw3I-5-gloss	-dE8T2Quw3I_12	-dE8T2Quw3I_12-5-gloss	131.0	135.73	CL:5(list, non dominant hand)+ CL:1(review, dominant hand) FS:TOOLS THAT YOUR BASIC. "
"-dE8T2Quw3I		-dE8T2Quw3I-5-gloss	-dE8T2Quw3I_13	-dE8T2Quw3I_13-5-gloss	135.73	147.15	CAN ALSO HAVE FS:PLIERS OR  POCKET KNIFE IF BUT IF YOU HAVE CLIPPER FS:HEMOSTATS THAT SHOULD GET YOU BY."
"-djRbCXJLYo		-djRbCXJLYo-5-gloss	-djRbCXJLYo_1	-djRbCXJLYo_1-5-gloss	5.31	9.68	GO TO LEARN HOW TO MAKE GOURMET COFFEE IN YOUR HOME."
"-djRbCXJLYo		-djRbCXJLYo-5-gloss	-djRbCXJLYo_2	-djRbCXJLYo_2-5-gloss	9.71	10.27	ALL+RIGHT."
"-djRbCXJLYo		-djRbCXJLYo-5-gloss	-djRbCXJLYo_3	-djRbCXJLYo_3-5-gloss	10.32	15.61	IN THIS CLIP WILL EXPLAIN TO REAL QUICK HOW TO MAKE FS:AN IRISH CREAMER STREAMER."
"-djRbCXJLYo		-djRbCXJLYo-5-gloss	-djRbCXJLYo_4	-djRbCXJLYo_4-5-gloss	15.63	20.02	THIS BASIC GO TO BE STREAM MILK AND THEN YOUR FLAVOR. "
"-djRbCXJLYo		-djRbCXJLYo-5-gloss	-djRbCXJLYo_5	-djRbCXJLYo_5-5-gloss	20.02	25.15	IT SOUND REALLY REALLY FANCY FS:BUT IT NOT. "
"-djRbCXJLYo		-djRbCXJLYo-5-gloss	-djRbCXJLYo_6	-djRbCXJLYo_6-5-gloss	25.31	36.37	IF YOU HAVE KID IN THIS HOUSE FS:OR PEOPLE WHO DON'T LIKE COFFEE IT GREAT TO DRINK TO MAKE WHY NOT HAVE FS:ESPRESSO."
"-djRbCXJLYo		-djRbCXJLYo-5-gloss	-djRbCXJLYo_7	-djRbCXJLYo_7-5-gloss	36.37	39.96	ALL+RIGHT HAVE MILK STREAM "
"-djRbCXJLYo		-djRbCXJLYo-5-gloss	-djRbCXJLYo_8	-djRbCXJLYo_8-5-gloss	46.87	51.81	WHAT DO GET OUR SUGAR FOR IRISH CREAM."
"-djRbCXJLYo		-djRbCXJLYo-5-gloss	-djRbCXJLYo_9	-djRbCXJLYo_9-5-gloss	51.9	55.26	1 2 3 PUMPS."
"-djRbCXJLYo		-djRbCXJLYo-5-gloss	-djRbCXJLYo_10	-djRbCXJLYo_10-5-gloss	64.35	65.65	AND THERE+YOU ARE"
"-djRbCXJLYo		-djRbCXJLYo-5-gloss	-djRbCXJLYo_11	-djRbCXJLYo_11-5-gloss	65.65	70.54	BASIC LIKE HOT CHOCOLATE EXCEPT WILL BE IRISH CREAM FLAOVRED. "
"-djRbCXJLYo		-djRbCXJLYo-5-gloss	-djRbCXJLYo_12	-djRbCXJLYo_12-5-gloss	71.78	85.08	REMEMBER THOUGH IF GO TO MAKE SOMETHING WITH FRUIT FLAVORS TO CUT WITH VANILLA FS:OR IF YOU HAVE FS:A THICK SYRUP LIKE CHOCOLATE YOU CAN GO AHEAD. "
"-djRbCXJLYo		-djRbCXJLYo-5-gloss	-djRbCXJLYo_13	-djRbCXJLYo_13-5-gloss	85.08	87.7	NOT GO TO FS:CURDLE."
"-djRbCXJLYo		-djRbCXJLYo-5-gloss	-djRbCXJLYo_14	-djRbCXJLYo_14-5-gloss	87.7	93.87	AND THAT HOW YOU MAKE IRISH CREAM KNOW FS:AS THE CREAM FS:OF STREAMER."
"-e28snEMnO4		-e28snEMnO4-5-gloss	-e28snEMnO4_0	-e28snEMnO4_0-5-gloss	0.33	6.12	WHEN YOU ARE DESIGN THING REMEMBER THAT FUNCTION ALWAYS COME INTO FS:PLAY"
"-e28snEMnO4		-e28snEMnO4-5-gloss	-e28snEMnO4_1	-e28snEMnO4_1-5-gloss	6.76	18.74	UNLESS YOU ARE DESIGN FS:A FS:COUTURE COLLECT WHICH IS TO RUN DOWN THE RUN WALK WAY IF SOMEONE GO TO BUY GO TO BE MORE OF FS:A SHOW"
